id,title,job_url,company,company_link,location,published_at,number_of_applicants_applied,employment_duration,work_location_type,work_experience_level,company_type,company_logo,company_description,about_the_job
3750806826,Software Engineer,https://www.linkedin.com/jobs/view/3750806826,CSG,https://www.linkedin.com/company/csg-/life," "," ",680,,Remote,,"5,001-10,000 employees · Software Development",https://media.licdn.com/dms/image/D4E0BAQFl15L25m66Hg/company-logo_100_100/0/1666182239941/csg__logo?e=1712188800&v=beta&t=9fqmk8WmqfAgTSz5WZfw29EP2loM3MJWxLWTbC7UEPw,"CSG is a leader in innovative customer engagement, revenue management and payments solutions that make ordinary customer experiences extraordinary. Our cloud-first architecture and customer-obsessed mindset help companies around the world launch new digital services, expand into new markets, and create dynamic experiences that capture new customers and build brand loyalty. For over 40 years, CSG’s technologies and people have helped some of the world’s most recognizable brands solve their toughest business challenges and evolve to meet the demands of today’s digital economy with future-ready solutions that drive exceptional customer experiences. With more than 5,000 employees in over 20 countries, CSG is the trusted technology provider for leading global brands in telecommunications, retail, financial services and healthcare. Our solutions deliver real world outcomes to more than 900 customers in over 120 countries.
…
show more","Hi, I'm Desi Fajariyanti, your Recruiter and guide to joining CSG. At CSG, you're more than your resume. We want your diverse perspective and unique background to help us enrich the work we do together. We believe that by channeling the power of all, we make ordinary customer and employee experiences extraordinary. Channel the power of YOU and begin the journey to becoming a CSGer.

What you'll do

You will report to Strategic Program Manager to contribute to improvement in CSG software platform, Telflow
You will work with CSG and client Architects and Analysts to understand and interpret end-to-end architecture and client requirements
You will create clear technical component designs in consideration of requirements and architecture
You will ensure reuse of existing modular components and the reusability of new components across multiple clients and projects
You will develop and improve high-quality code that meets the functional and non-functional requirements
You will work with Quality Analysts to assess and resolve issues and bugs
You will contribute to our development toolchain and methodologies

You Should Have

Research shows that candidates from underrepresented backgrounds often don't apply for roles if they don't meet all the criteria. Remember, you are not solely your resume. Give your transferable skills the chance to tell the full story. Channel the power of YOU and apply to explore the possibility we're the perfect fit.

Bachelor's degree in Software Engineering or equivalent experience and expertise in the Telecommunications Provisioning and Billing domains
Proficiency in English in a business environment
5+ years software development experience with modern Java SE (8+)
Completely at home in a Linux/MacOS/Docker development environment
Skills in SQL, PostgreSQL, PL/PGSQL, and/or MyBatis, Apache Kafka, GraphQL, and REST API frameworks
Knowledge in Business Process Management and Rules libraries (Camunda, Activiti, Drools, etc.)
Experience in a development, packaging and release toolchain (Github, Maven, Kubernetes etc.)

Who will love this job

An trusted team player – you know how to connect and communicate with your audience(s) around the world and create safe environments to voice diverse opinions, foster diversity and belonging and above all treat people with respect
A growth driver – you have a mindset that anticipates and adapts to changing needs and can bring partners together to contribute and work toward a shared vision
A strategist – you're curious and find inventive ways to implement ideas that lead to business simplification outcomes and solutions
A leader – you thrive when leading your own projects and producing impactful outcomes while dedicating time to mentor peers to help them grow in understanding 
A collaborator – you love to work on projects that have functional workflows

Perks & Benefits

Medical insurance package (BPJS & Private Healthcare Insurance).
Work from home.
Religious Holiday Allowance (THR).
Paid Vacation, Volunteer, Compassionate Time Off.
Paternity and Maternity Leave.

Our Story

CSG empowers companies to build unforgettable experiences, making it easier for people and businesses to connect with, use and pay for the services they value most. For over 40 years, CSG's technologies and people have helped some of the world's most recognizable brands solve their toughest business challenges and evolve to meet the demands of today's digital economy.

By channeling the power of all, we make ordinary customer and employee experiences extraordinary. Our people [CSGers] are good people who are committed to doing good work. We're high on respect and low on ego, making us an easy company to do business with and a best place to work. We cultivate a culture based on integrity, innovation and impact across all our locations, so our people show up as the most authentic version of themselves and can work together to build a more future-ready world. Learn more.

Location(s):

Indonesia Remote"
3782140026,Global Software Engineer (C++),https://www.linkedin.com/jobs/view/3782140026,Samsung Electronics Southeast Asia & Oceania,https://www.linkedin.com/company/samsung-electronics-seao/life," ",3 weeks ago,35,,On-site,,"10,001+ employees · Computers and Electronics Manufacturing",https://media.licdn.com/dms/image/D560BAQGN903ViJqXSA/company-logo_100_100/0/1690965002552/samsung_electronics_seao_logo?e=1712188800&v=beta&t=qoDIpYwNE9YqmjX5JoLg1WddhoSTjQvFy2AZmS8VHes,"Samsung Electronics is a global leader in technology, opening new possibilities for people everywhere. Through relentless innovation and discovery, we are transforming the worlds of smartphones, TVs, wearable devices, tablets, digital appliances, network systems, medical devices, semiconductors, LED solutions and Internet of Things.

We have grown into one of the world’s leading technology companies, and become recognized as one of the top 10 global brands. Our network now extends across the world, and Samsung takes great pride in the creativity and diversity of its talented people who drive our growth.

In the diverse and vibrant Southeast Asia and Oceania region, our offices are present in Singapore, Malaysia, Indonesia, Thailand, Myanmar, Cambodia, Laos, Philippines, Vietnam, Australia and New Zealand. We support the digital ambitions of the region by working closely with local partners as part of our commitment to give back to the communities we operate in.

Visit www.samsung.com to learn more about our business, and www.samsung.com/careers to learn more about career opportunities. Join us as we Reimagine Your Future.
…
show more","Position Summary

 Understand and implement software-related requirement accurately in order to provide software that meets its purpose.
 Develop software effectively based on understanding of Web standard and device environment(hardware/software).


Role And Responsibilities

 [Designing Web application] Participate in designing optimal Web application that meets requirement.
 [Implementation of Web application] Implement Web application based on specification.
 [Securing application quality] Participate in solving issues coming from verification department or market and improving quality of application.


Skills And Qualifications

 Bachelor's Degree with Computer Science / Electrical Engineering or related major
 Familiar with Java script-based web application developer operating on Web Engine
 Familiar or experience with C / C ++ development experience
 Experience in object-oriented design and API design
 C# .NET development experience is a plus
 Candidates are required to pass Samsung technical test to be offered as Regular employment. Contract position is also available for candidates who are unable to pass the test but considered high potential.
Samsung has a strict policy on trade secrets. In applying to Samsung and progressing through the recruitment process, you must not disclose any trade secrets of a current or previous employer
 Please visit Samsung membership to see Privacy Policy, which defaults according to your location. You can change Country/Language at the bottom of the page. If you are European Economic Resident, please click here."
3793731087,Python Developer (KECILIN),https://www.linkedin.com/jobs/view/3793731087,Dealls,https://www.linkedin.com/company/dealls/life," ",1 week ago,1,,"IDR3,000,000/yr - IDR7,000,000/yr",,See recent hiring trends for Dealls. Upgrade my plan,,,"🙌🏻 About Us

We believe in internet equality for the world.

Kecilin is a modern self-crafted data compression startup that has been established since 2018. Our aim is to make people connect easier with others through smaller yet optimized files—such as photos, videos, even apps!

Slow internet connections must be frustrating. Kecilin believes that large files make people throw their hands up, waste of time and money. Kecilin wants to help you to lessen your frustration through smaller files so you can save more time to upload and download it on the virtual world.

💰Salary

Rp 3,000,000 - 7,000,000

👑 Job Role

Design, develop, and maintain interactive and visually appealing dashboards using Python frameworks
Integrate data from various sources into the dashboards, ensuring accuracy and reliability
Customize dashboards based on client requirements
Conduct testing to ensure responsiveness and reliability
Provide configuration options for users to personalize their dashboard experience
Identify and implement optimizations for dashboard performance
Collaborate with frontend developers to integrate backend logic with frontend components
Collaborate with UX/UI designers to ensure a seamless and intuitive user experience
Document code, processes, and configurations for reference and future maintenance
Create user documentation for dashboard usage and configuration

⛩️ Requirements

Bachelor's degree in Computer Science, Engineering, or a related field from a top university.
Proven experience in Python development with a focus on dashboard creation.
have good knowledge of Python (Flask or Django), Blacksheep, HTML, CSS, and JavaScript.
Strong problem-solving and communication skills.
Able to work full time on site (Yogyakarta)

🎁 Perks

Competitive Salary
THR / Bonus system
Period Leave"
3783586962,Senior Backend Engineer,https://www.linkedin.com/jobs/view/3783586962,Dealls – Jobs & Mentoring (YC W22),https://www.linkedin.com/company/dealls/life," ",3 weeks ago,55,,Remote,,201-500 employees · Internet Marketplace Platforms,,,"Responsibilities

Develop backend components of future products using Node.js / Golang as the framework
Contribute actively in the system design phase to enable highly-scalable and highly-available service

Requirements

Min. 2 years of experience as a backend developer, preferably familiar with Node.js & Golang
Solid knowledge and understanding in computer science (e.g. use of advanced algorithms and data structures, OS, network, database)
Have experience & strong knowledge working on high-traffic, latency sensitive backend systems
Experienced in using Linux/Unix development environment
Working knowledge in GCP is considered an added value
Experience using version control systems like Git
Basic understanding of Redis, RabbitMQ/Kafka, and CI/CD tools
Experience in system architecture design for highly-scalable and highly-available system"
3792133303,Backend Engineer,https://www.linkedin.com/jobs/view/3792133303,,,,,0,,On-site,,See recent hiring trends for Dealls. Upgrade my plan,,,"Planning and design system architecture according to project requirements;
Write system architecture, API and other technical documentation;
Responsible for coding quality and ensure it meets business logic;
Participate in the formulation of the system’s overall technical standards and specifications and the examination of their implementation;
Test, optimize and maintain the project to ensure its stability and reliability.

Minimum Qualifications

More than 2 years’ experience in large-scale software system development and design and experience in independent analysis and design of system as part of a software project are needed;
More than 2 years experience in Java Springboot development, have in-depth experience in using and optimizing various open source frameworks such as Spring, Springcloud, SpringBoot, SpringMVC, Mybatis;
Proficient in using at least one of mysql\postgresql databases, familiar with database design and tuning, and familiar with mainstream middleware and NoSQL databases, such as Redis, Memcache;
Familiar with distributed, cache, message, load balancing and other mechanisms and their implementation;
Familiarity with finance and loan business is preferred."
3791159465,IT Infrastruktur (System Engineer) - PT K-24 Indonesia (Yogyakarta),https://www.linkedin.com/jobs/view/3791159465,PT K-24 Indonesia,https://www.linkedin.com/company/pt-k-24-indonesia/life," ",1 day ago,31,,On-site,,"501-1,000 employees · Pharmaceutical Manufacturing",,,"Company Description: Job Description:

 Mengelola dan memantau server
 Mengelola dan memantau manajemen sistem big data
 Mengelola dan memantau jaringan dan internet
 Mengelola dan memantau keamanan jaringan
 Mengelola dan memantau proyek implementasi (bersama IT Developer)
 Memantau dan menguji kinerja aplikasi server (bersama IT Developer)"
3779455593,IT Cloud Site Reliability Engineer (Akulaku Indonesia),https://www.linkedin.com/jobs/view/3779455593,Dealls,https://www.linkedin.com/company/dealls/life," ",4 weeks ago,3,,Hybrid,,See recent hiring trends for Dealls. Upgrade my plan,,,"🙌🏻 About Us

Akulaku is a leading e-commerce platform and digital financial ecosystem in Southeast Asia, operating in Indonesia, the Philippines, Vietnam, and Malaysia. With a wide range of products and flexible payment options, Akulaku connects sellers with millions of buyers in the region. Through its digital financial services, Akulaku empowers individuals to conveniently manage their finances and access essential products. Committed to customer satisfaction, Akulaku continues to enhance its offerings, providing accessible e-commerce and financial solutions throughout Southeast Asia.

💰Salary

Very competitive

👑 Job Role

Responsible for ensuring the business continuity of the company's IT system, discovering and handling system failures in time
Responsible for the communication between technical team and the outsourcing company to ensure the implementation of important matters
Formulate processes and specifications to make IT system management suitable for OJK's requirements
Able to handle emergency response, troubleshooting, IT Compliance, monitoring, Operation and maintenance process specifications

⛩️ Requirements

More than 3 years of experience in Linux system operation management
Understand the basic principles of MySQL database, familiar with common SQL statements (add/delete/modify/check)
English must be used as a working language
Familiar with software: Nginx, Kafka, Linux, Java, etc. would be a plus
Strong document writing ability
Good learning ability, able to quickly learn new technologies
Cheerful personality, strong communication skills
Familiar with financial enterprise operation and maintenance process specifications and security compliance will be a plus

🎁 Perks

Competitive Salary
THR / Bonus system
Paid Sick Days
Professional Development"
3707593777,IT Cloud Site Reliability Engineer (Akulaku Indonesia),https://www.linkedin.com/jobs/view/3707593777,Dealls,https://www.linkedin.com/company/dealls/life," ",4 weeks ago,3,,Hybrid,,See recent hiring trends for Dealls. Upgrade my plan,,,"🙌🏻 About Us

Akulaku is a leading e-commerce platform and digital financial ecosystem in Southeast Asia, operating in Indonesia, the Philippines, Vietnam, and Malaysia. With a wide range of products and flexible payment options, Akulaku connects sellers with millions of buyers in the region. Through its digital financial services, Akulaku empowers individuals to conveniently manage their finances and access essential products. Committed to customer satisfaction, Akulaku continues to enhance its offerings, providing accessible e-commerce and financial solutions throughout Southeast Asia.

💰Salary

Very competitive

👑 Job Role

Responsible for ensuring the business continuity of the company's IT system, discovering and handling system failures in time
Responsible for the communication between technical team and the outsourcing company to ensure the implementation of important matters
Formulate processes and specifications to make IT system management suitable for OJK's requirements
Able to handle emergency response, troubleshooting, IT Compliance, monitoring, Operation and maintenance process specifications

⛩️ Requirements

More than 3 years of experience in Linux system operation management
Understand the basic principles of MySQL database, familiar with common SQL statements (add/delete/modify/check)
English must be used as a working language
Familiar with software: Nginx, Kafka, Linux, Java, etc. would be a plus
Strong document writing ability
Good learning ability, able to quickly learn new technologies
Cheerful personality, strong communication skills
Familiar with financial enterprise operation and maintenance process specifications and security compliance will be a plus

🎁 Perks

Competitive Salary
THR / Bonus system
Paid Sick Days
Professional Development"
3675322742,IT Cloud Site Reliability Engineer (Akulaku Indonesia),https://www.linkedin.com/jobs/view/3675322742,Dealls,https://www.linkedin.com/company/dealls/life," ",4 weeks ago,3,,Hybrid,,See recent hiring trends for Dealls. Upgrade my plan,,,"🙌🏻 About Us

Akulaku is a leading e-commerce platform and digital financial ecosystem in Southeast Asia, operating in Indonesia, the Philippines, Vietnam, and Malaysia. With a wide range of products and flexible payment options, Akulaku connects sellers with millions of buyers in the region. Through its digital financial services, Akulaku empowers individuals to conveniently manage their finances and access essential products. Committed to customer satisfaction, Akulaku continues to enhance its offerings, providing accessible e-commerce and financial solutions throughout Southeast Asia.

💰Salary

Very competitive

👑 Job Role

Responsible for ensuring the business continuity of the company's IT system, discovering and handling system failures in time
Responsible for the communication between technical team and the outsourcing company to ensure the implementation of important matters
Formulate processes and specifications to make IT system management suitable for OJK's requirements
Able to handle emergency response, troubleshooting, IT Compliance, monitoring, Operation and maintenance process specifications

⛩️ Requirements

More than 3 years of experience in Linux system operation management
Understand the basic principles of MySQL database, familiar with common SQL statements (add/delete/modify/check)
English must be used as a working language
Familiar with software: Nginx, Kafka, Linux, Java, etc. would be a plus
Strong document writing ability
Good learning ability, able to quickly learn new technologies
Cheerful personality, strong communication skills
Familiar with financial enterprise operation and maintenance process specifications and security compliance will be a plus

🎁 Perks

Competitive Salary
THR / Bonus system
Paid Sick Days
Professional Development"
3731092944,"Senior Software Engineer, Platform",https://www.linkedin.com/jobs/view/3731092944,tiket.com,https://www.linkedin.com/company/pt-global-tiket-network/life," ",2 months ago,370,,Hybrid,,"1,001-5,000 employees · Software Development",,,"We think you also hate when travel app is giving you a headache, right? A slight misinformation can ruin the trip.

That is exactly what we are tackling as t-fam! Making sure that our 17+ million users have the best experience in crafting their own adventure.

Your Main duties in flying with us :

Build and extend our backend code based on SOLID Principle and Clean Code
Build APIs that serve our frontend apps – Benchmark and improve performance
Maintain and extend our test suite
Refactor and improve existing code to incorporate better patterns
Document and write about the work
Create unit test and implement self test to make sure the code is running well
Assist technical lead to review and follow up code that have been developed


Mandatory belongings that you must prepare :

Bachelor degree or equivalent, preferably in Computer Science/Information Technology
Min. 4 years of working experience as Senior Engineer or equivalent
Experienced in using Java or Golang
Experience working with RDBMS or NoSQL is a plus
Experience working with Redis and Memcached is a plus
Experience with Elastic Search
Experience with CI/CD, TDD, Refactor/Rewrite system
Experience with Event-Driven Architecture such as Kafka or RabbitMQ
Experience with Git Flow
Experience with Kubernetes is a plus
Knows how to analyze log
Experience with pair programming is a plus
Experience with Linux syntax, Docker is a plus
Good sense of prioritization and product knowledge/product ownership
Critical thinking, fast learner, and excellent communication skills
Well-motivated, responsible for the deadline, and can work under pressure


In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career destination. Meanwhile, discover more about tiket.com on Instagram, LinkedIn, or YouTube."
