id,title,job_url,company,company_link,location,published_at,number_of_applicants_applied,employment_duration,work_location_type,work_experience_level,company_type,about_the_job
3769511510,Senior Software Engineer (DevOps) - Engineering Platforms,htthttps://www.linkedin.com/jobs/view/3769511510,,,,,0,,,,,
3727019145,Senior Software Engineer - Backend (API),htthttps://www.linkedin.com/jobs/view/3727019145,VIDA Digital Identity,https://www.linkedin.com/company/vidadigitalid/life," "," ",140,,On-site,,51-200 employees · IT Services and IT Consulting,"Location: Jakarta

About Vida

What are we trying to solve?

We have 7.5 billion people on Earth, of which over 1 billion cannot securely prove their identity right now.

Every year, 140 million babies are born, of which 40 million go unregistered.

Simply put, these people are deprived of social benefits, such as education and health, their civil rights to vote and travel; and are excluded from the economy because they cannot sign up for bank accounts, loans, welfare programs etc. We believe this is unacceptable and needs to change.

At VIDA, We are creating a frictionless digital identity system. One that fulfills the needs and expectations of our times, and is available anywhere, for everyone.

Why are we solving this problem?

The United Nations (UN) and World Bank ID4D initiatives aim to provide everyone on the planet with a legal identity by 2030. This deadline is just 9 years away, we are expecting a digital identity to be a legal human right by then and we at VIDA want to be pioneers in leading this change.

Who are we?

We are a highly driven bunch of people to solve this problem for our own reasons. Whether it is to solve for misleading doctors, or because we didn’t get access to fair ration due to corruption - Our collective goal aligns.

Other things that we care about:

 Our mission is to enable trust, so what we do is pretty serious stuff – we work hard and we have audacious goals. We balance it through humor and making sure we have fun at work. We take our work seriously, but we don’t take ourselves too seriously. 
 We are a startup so at times we will do things that are outside our scope. We do it to learn but we also do it because it takes a village. 
 We believe feedback is a gift and should be given freely, constructively, and in a respectful manner. 
 We are accountable to many stakeholders, but first and foremost, we are accountable to our mission and each other 

Roles & Responsibilities

 Design and develop VIDA Identify suite services. 
 Fully capable of owning and running entire subsystems of work. 
 Deep, substantial expertise in multiple programming environments. 
 Driving technology & best practices in Engineering. 
 Scaling, Performance, and ensuring High-Availability & Quality of the products; 
 Driving code reviews, design reviews, and architecture discussions 
 Experiment with new & relevant technologies and tools, and drive adoption. 
 Experience in developing distributed data processing, stream or batch, system. 
 Design and develop logical and physical data models to meet application requirements. 
 Coordinate with architects, development, DevOps, and product management. 

Skills Required

 Strong understanding of software design concepts, patterns, tools, and best practices. 
 Must have full PLC backend engineering experience using SpringBoot, Spring Security, relational databases, or NoSQL databases 
 5+ years of experience with Java 
 Experience with writing code in RxJava or Spring Reactive 
 Must have significant experience in working with identity verification services such as OCR, demographic APIs, Face Biometric APIs, etc. 
 Strong knowledge of REST and microservices architecture design. 
 Significant experience with solutioning on MongoDB and advanced knowledge of any SQL database. 
 Hands-on experience in federated identity protocols, JWT, JWS, JWE, PKI, and standard symmetric/asymmetric cryptography. 
 Experience with Serverless frameworks is a plus. 
 Experience with AWS infrastructure as a code using Terraform is a plus 
 Background in building containers using docker and deploying using Kubernetes is a plus 

Qualifications

 Bachelor's/Master’s degree in Computer Science, Computer Engineering, or equivalent technical degree. 
 Experience working within the Agile Scrum methodology 
 Knowledge of data structures, algorithms, and distributed systems. 
 Strong focus on clean code and robust design and test-driven development. 
 Ability to work well with people and be both highly motivated and motivating"
3781771966,Dotnet Developer,htthttps://www.linkedin.com/jobs/view/3781771966,Binar Academy,https://www.linkedin.com/company/binar-academy/life," ",2 days ago,17,,On-site,,201-500 employees · IT Services and IT Consulting,"The ideal candidate will be familiar with the full software design life cycle. They should have experience in designing, coding, testing and consistently managing applications They should be comfortable coding in a number of languages and have an ability to test code in order to maintain high-quality code. 
 Responsibilities
Design, code, test and manage various applications
Collaborate with engineering team and product team to establish best products
Follow outlined standards of quality related to code and systems
Develop automated tests and conduct performance tuning

Qualifications
Bachelor's degree in Computer Science or relevant field
2+ years of experience working with .NET or relevant experiences
Experience developing web-based applications in C#, HTML, JavaScript, VBScript/ASP, or .NET
Experience working with MS SQL Server and MySQL Knowledge of practices and procedures for full software design life cycle
Experience working in agile development environment"
3777017024,Java SpringBoot Developer,htthttps://www.linkedin.com/jobs/view/3777017024,Lancesoft Indonesia,https://www.linkedin.com/company/lancesoft-indonesia/life," ",1 week ago,45,,On-site,,"1,001-5,000 employees · Staffing and Recruiting","a) Min. 3-5 years experienced Java Programming
b) Mastering the Java Programming Language
c) Mastering the Java Spring MVC Framework
d) Understand the concept and be able to implement Java Server Page (JSP)
e) Understand the concept and be able to implement web service / API
f) Able to use SQL Server Database, MySQL Database, MongoDB and Redis cache
g) Having knowledge in SAP Hybris is a plus
h) Able to use collaboration tools such as Github and TFS
i) Able to understand the concept of security in programming"
3780455337,Software Engineer (Backend),htthttps://www.linkedin.com/jobs/view/3780455337,Traveloka,https://www.linkedin.com/company/traveloka/life," ",1 week ago,24,,On-site,,"1,001-5,000 employees · Software Development","It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

Software Engineer will work in a cross-functional project team to ensure a multitude of systems across products, business, and operations integrate efficiently. You’ll be responsible for designing, building, improving, or maintaining Traveloka services related to new products, business models, business growth, market expansion and process optimization. In addition, you will be Identifying pain points in internal business processes and developing effective, reliable and scalable solutions to work within the expected complexity of the processes. You’ll be expected to deliver the best in class architecture, solution and code. The successful candidate will encounter challenges related to information systems, business process and technology.



Requirements

 Bachelor's degree in Computer Science or equivalent from a reputable university with good academic results is preferred.
 Having minimum 3 years of experience in software engineering (Java), application development or system development + experience in RDBMS and NoSQL databases.
 Experience in version control (Git/SVN/Mercurial) and familiarity with development collaboration tools (GitHub/Phabricator/BitBucket).
 Experience in CI/CD like Jenkins/Travis CI/TeamCity and related technologies is a plus.
 Experience in AWS/GCP/Azure and other technologies like Ansible, Containers, Kubernetes etc is a plus.
 Strong object-oriented analysis and design skills.
 Passion in software engineering, application development, or systems development.
 Good business acumen, excellent problem skills and broad understanding of software and system design.
 Comfortable working up and down the technology stack.
 Curiosity to explore creative solutions and try new things to solve challenging problems to pull it all together into a user accepted solution.
 Participation in multiple end-to-end implementations of system integration, data migration, internal business applications, or configuring vendor-provided solutions.
 Excellent interpersonal, communication, and influence skills and personal maturity.



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"
3782207391,Senior Frontend Developer,htthttps://www.linkedin.com/jobs/view/3782207391,Staffing Ninja,https://www.linkedin.com/company/staffing-ninja/life," ",1 day ago,79,,Remote,,1-10 employees · Staffing and Recruiting,"Responsibilities:
● Implement standards and best practices encompassing performance, security, scalability, and maintainability.
● Develop, maintain, and ensure the quality of code to meet specified requirements, delivering efficient and effective performance for an exceptional customer experience.
● Tasks include requirement analysis, design mapping, technical specification, programming, code review, job scheduling, unit testing, supporting UAT, deploying to production, offering post-implementation support, and creating technical documentation.
● Serve as an experienced developer specializing in system integration and interfacing.
● Typically assigned to specific projects and expected to assist the Application Delivery Manager (ADM) in all relevant technical aspects throughout the project's lifecycle.
● Responsibilities may encompass coding, scripting, constructing new systems (as needed), and interfaces. For new system development, support during SIT/UAT may be required.

Requirements:
● 8-10 years of front-end development experience.
● Proficiency in HTML, CSS, Javascript, Typescript, ES6, and React JS.
● Familiarity with React Libraries, including Redux.
● Experience in Source Control using Bitbucket/GIT.
● Ability to translate wireframes into high-quality code.
● Capacity to design components for reusability and optimal performance.
● Capability to create responsive designs.
● Developing and maintaining code that meets standards, ensuring high quality, efficiency, and an exceptional customer experience.
● Writing production-quality, rigorously tested code."
3775947107,Java Developer,htthttps://www.linkedin.com/jobs/view/3775947107,Mitrais,https://www.linkedin.com/company/mitrais/life," ",1 week ago,67,,Hybrid,,"501-1,000 employees · IT Services and IT Consulting","Mitrais, a member of CAC Holdings Group, is an international Information Technology company with offices in Indonesia, Singapore, and Australia. We have two lines of business – Software Development Services and Software Product Services. We provide a full range of Software Development capabilities including Microsoft, Mobile, Web, Java, etc. Our Software Product Services cover the deployment and support of leading Software Products.

Build your Career with Mitrais!

We have clients that urgently looking for Experienced Java Developers to be part of our team for an immediate start.

What will you be doing?
Coding high-quality software using distributed computing, messaging, microservices, performance tuning and memory and resource management techniques
Developing data-driven solutions for a range of clients - frontend as well as backend.
Collaborating within cross-functional and international agile teams.
Testing, debugging, re-testing, and coordinating with QA, validating software as ready for shipping
Reviewing code and acting as a subject matter expert for juniors in the team

What about you? 
You have 2+ years of experience in Java development with Springboot 
You are familiar with RDBMS 
You can speak reasonable English 
You are well versed in best practices in OOP, design patterns, SOLID principles, and data driven design 
You are comfortable using git or TFS in a CI/CD environment 
You enjoy working on lean and agile development projects using Scrum & Kanban 
You love clean and beautiful code, with an eye for simplicity and pragmatism. 
Additional value  
Experience on microservice, Kafka and Redis 
SQL and hands-on experience with ORM frameworks such as Hibernate 
Common Basic Web technologies such as: HTML, JQuery 
Java unit-test frameworks such as: Junit 
Java 8 features such as: Time API, Lambda, Functional Programming Style, Stream API 
You have experience in Java reporting tools such as: Jasper Report, Apache POI 
You have working knowledge and experience with: 
Cloud Computing such as: AWS, Azure, Google Cloud 
You are well versed in best practices in OOP, design patterns and SOLID principles 
What can Mitrais offer you?
A CAREER, not a JOB!
Competitive salary
Excellent working environment, with the possibility to relocate to our regional offices and work remotely
Free English classes, English is our working language
Lots of opportunities to improve your competencies on our technical boot camps, certification programs and soft skills training courses
Hackathons with big prizes!

Learn about life at Mitrais from our current team by searching #mitraislife on your social media.

Please note that all activities included in the recruitment processes are free of charge. Beware of online scams such as persons posing to represent the Mitrais Recruitment Team or other recruiting-related personnel by sending unsolicited text messages and emails asking you to provide personal information, transfer money, or do any other specific activities.

To Apply…
Simply click the apply button, complete the form and upload your latest CV in English! What are you waiting for?"
3761846810,Security Engineer,htthttps://www.linkedin.com/jobs/view/3761846810,Packet Systems Indonesia ,https://www.linkedin.com/company/packet-systems-indonesia/life," "," ",112,,On-site,,201-500 employees · IT Services and IT Consulting,"Job Specification:
Requirement:
Hold a bachelor's degree (S-1 degree) in Information Technology Computer Engineering or Telecommunication from a reputable university with a minimum IPK of 3.0.
Minimum 3 years of experience in security technology deployment/maintenance
Having knowledge in Security technology such as Firewall and IPS (Checkpoint/PaloAlto/Cisco/Fortigate/McAfee)
Having knowledge of Load Balance technology (F5)
Having knowledge of Proxy Technology (Bluecoat)
Having knowledge of Netscout technology.
Having Professional Level Certification is a must (CCNP Security, PCNSE, NSE 7, etc.)
Preferable having knowledge in Routing Switching
Preferably having Vetscout certification.
Excellent interpersonal & communication skills
Competent with Microsoft Office applications i.e. Microsoft Visio, Word, Excel, and PowerPoint.
Ability to perform under pressure and tight time constraints; work under limited guidance in line with a comprehensive plan, or strategy.
Leadership, teamwork, commitment, and service excellence are personal qualities
Willing to be positioned as resident engineer on customer site (Option)

The role shall cover the following:
For Project based:
Support for a new installation, integration into the existing system, migration, and monitoring.
Including all documentation related to the project (Site Survey, MoP, UAT, as build documentation).
For Maintenance based:
Support for troubleshooting problems in all PSI customers.
Also, support for change requests in the customer network.
Including reporting, documentation, and standby monitoring."
3735977419,Expert Back End Engineer (ShopeePay) - Sea Labs,htthttps://www.linkedin.com/jobs/view/3735977419,Shopee,https://www.linkedin.com/company/shopee/life," "," ",184,,On-site,,"5,001-10,000 employees · Technology, Information and Internet","About The Team

We are a team of Engineers who build and maintain features and systems for ShopeePay. We constantly work on introducing more effective payment functionalities to both internal businesses and external merchants. Together we aim to reach the forefront of technology for payment methods, promoting the cashless lifestyle to various groups of people across SEA.

This role would involve working with some of the most talented minds in the world, collaborating with fellow Developers, Product Managers, User Experience Designers and Operation Engineers to build products with cutting-edge technologies.

Job Description

Responsible for the design and development of back-end systems for financial services to support Sea businesses worldwide.
Develop security, high reliability and complex transaction systems for financial business; handle concurrent processing scenarios with smooth user experience
Defining flexible and adaptable system function modules and deployment schemes for different business scenarios, physical environments and regulatory requirements
Responsible for mentoring the back-end team, tackling the technical difficulties of the systems, and overseeing project delivery and quality

Requirements

Bachelor degree or above, more than 5 years of backend development experience, more than 1 year of team management experience;
Proficiency in at least one of Golang/Python/C++/Java; proficient in common data structures, algorithms and multi-threading technology;
Familiar with MySQL/Oracle and other database and common performance optimization methods
Familiar with middleware components such as Redis, HBase, Kafka;
Familiar with distributed architecture; familiar with microservice frameworks such as K8S; familiar with network protocols such as TCP/HTTPS; familiar with data exchange formats such as XML/JSON/ProtoBuf;
Experience in financial system development is preferred, and experience in high-concurrency system development is preferred."
3769042022,Data Engineer,htthttps://www.linkedin.com/jobs/view/3769042022,BitHealth,https://www.linkedin.com/company/bithealth/life," ",2 weeks ago,240,,Hybrid,,51-200 employees · Information Technology & Services,"BitHealth is a growing digital health professional services company with leading capabilities in digital health application, analytics, and process automation. We embrace the power of digital health to create value and change the face of healthcare for our clients and people. As being our Data Engineer, your responsibilities will include, but not limited to:

Maintain existing Data Warehouse in cloud and do exploration, design, and implement new solutions if necessary.
Build API
Create ETL scripts, improve existing ETL scripts, and handle all server administration related to Data Engineering.
Maintain and add new services related to Data Engineering in several projects within Google Cloud Platform.
Perform complete project documentation.
Monitoring current data pipeline and develop some kind of notification (other than Slack) if necessary.
Work and collaborate with the data team (Data Analyst, Data Engineer, Data Scientist) and another team (Project Manager) to successfully deliver the project.

Requirements:

Bachelor's degree in Computer Science, Information Technology, or a related field.
Min. 3+ years of experience
understand and have experience with data migration
Experience with both consuming and designing RESTful APIs
Integration of multiple data sources and databases into one system.
Proficient understanding of code versioning tools, such as Git
Knowledge of Cloud Server such as GCP/AWS/Azure"
