id,title,job_url,company,company_link,location,published_at,number_of_applicants_applied,employment_duration,work_location_type,work_experience_level,company_type,company_logo,company_description,about_the_job
3620766054,Lead Software Engineer (Bangkok based – Relocation provided),https://www.linkedin.com/jobs/view/3620766054,Agoda,https://www.linkedin.com/company/agoda/life," "," ",152,,Hybrid,,"5,001-10,000 employees · Software Development",https://media.licdn.com/dms/image/C4D0BAQGBa_7QNZNwpw/company-logo_100_100/0/1656643826660/agoda_logo?e=1712188800&v=beta&t=Uch6o32VIVJnqd5pOyN6ISz8TvEijuYR_vC1w3EK8HQ,"Agoda is transforming travel for millions of customers across the globe.

Headquartered in Asia, Agoda is one of the world’s largest online travel platforms. Founded in 2005 and now part of Booking Holdings (Nasdaq:BKNG), Agoda has a network of over 2,900,000 properties worldwide. Our web and mobile products provide a first-rate reservation service in 38 languages that uniquely combines local knowledge and local connections to provide the best deals for business and leisure travelers.

Agoda employs over 7,000 professionals from 90 nationalities in locations around the globe. In every department – from engineering to customer experience – we provide an environment rich with creativity, collaboration, and experimentation, and the tools to work faster and smarter.

At Agoda, we believe our people are our strength. We work hard and have fun, and we choose people who are dedicated to making things great.

For properties seeking partnership with Agoda, visit https://connect.agoda.com
…
show more","About Agoda

Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.

Get to Know our Team:

In Agoda’s Back End Engineering department, we build the scalable, fault-tolerant systems and APIs that host our core business logic. Our systems cover all major areas of our business: inventory and pricing, product information, customer data, communications, partner data, booking systems, payments, and more. These mission-critical systems change frequently with dozens of releases per day, so we must employ state-of-the-art CI/CD and testing techniques in order to make sure everything works without any downtime. We also ensure that our systems are self-healing, responding gracefully to extreme loads or unexpected input. In order to accomplish this, we use state-of-the-art languages like Scala and Go, data technologies like Kafka and Aerospike, and agile development practices. Most importantly though, we hire great people from all around the world and empower them to be successful. Whether it’s building new projects like Flights and Packages or reimagining our existing business, you’ll make a big impact as part of the Back End Engineering team.

The Opportunity:

Agoda Platform team is looking for developers to work on mission critical systems that deals with the designing and development of a system that serves millions of users a day.

What you’ll Need to Succeed:

8+ years’ experience under your belt developing performance-critical applications that run in a production environment using Scala and Java
A minimum of one year of experience with Scala
You have RDBMS knowledge (SQL Server, Oracle, MySql or other)
You have a Good command of the English language
You are passionate about the craft of software development and constantly work to improve your knowledge and skills

It’s Great if you have:

Knowledge in one or more of the following: NoSQL (especially, but not only Cassandra), Queueing system experience (Kafka, RabbitMQ, ActiveMQ, MSMQ), Play framework, Akka library 

#sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #shanghai #beijing #shenzhen #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #hongkong #budapest #jakarta #bali #dublin #telaviv #milan #rome #tokyo #osaka #kualalumpur #amsterdam #oslo #manila #warsaw #krakow #bucharest #moscow #saintpetersburg #capetown #johannesburg #seoul #barcelona #madrid #stockholm #zurich #taipei #bangkok #Phuket #istanbul #london #manchester #edinburgh #kiev #hcmc #hanoi #wroclaw #poznan #katowice #rio #salvador #IT #4 #5

Equal Opportunity Employer 

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .

To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes."
3777894033,Salesforce Developer,https://www.linkedin.com/jobs/view/3777894033,Base Camp Recruitment,https://www.linkedin.com/company/base-camp-recruitment/life," ",3 weeks ago,14,,On-site,,1-10 employees · Staffing and Recruiting,https://media.licdn.com/dms/image/C560BAQFIj9wZBmFi0w/company-logo_100_100/0/1672822948634/base_camp_recruitment_logo?e=1712188800&v=beta&t=GZDWn-OPWf1C50HVXmarOIHkyjGDKPExqwnTnWYFtLA,"Connecting Candidate and Customer Trailblazers with our Boutique IT Recruitment Services.

Covering all permanent hiring needs for IT Technical and Functional roles across Asia, including but not limited to:
Business Analysts
Developers / Full Stack Engineers / Front or Backend Engineers
Testers / Quality Assurance
Data Engineers / Data Scientists
Consultants (All on Premise and Cloud Based Platforms and Enterprise Applications, RPA and AI)
Project Managers
Service Desk/ Desktop Support / System Engineers / Network Engineers/ Administrators / Dev Ops / Cyber Security
Technical/Solution Architects
IT Managers/Directors/CIO (Applications/Infrastructure/Transformation)
IT Sales, Pre Sales and Marketing

Reach out to us today to plan your next career adventure.

Base Camp Recruitment PTE Ltd EA License: 19S9816 Reg No: R1986523, a subsidiary to Ploy Asia PTE LTD.
…
show more","SALESFORCE DEVELOPER
  What's on the offer
Perm Role
Industry : Property
Office location : Central Jakarta, Indonesia
Working Arrangement : On-site with a possibility of Hybrid.
Interesting Benefits


 Job Description
   In this role, you'll get to:
Manage stakeholders across multiple teams to design business requirements, translate the requirements into detailed technical specifications that result in effective, scalable, and reliable solutions.
Communicate how solutions map optimally to original business requirements and provide product demonstration of developed solutions.
Performing code reviews, providing positive useful feedback and ideas on technical workflow.
Design and create reports and dashboard that will give recommendations to business users to make decisions strategically.

Requirements:
At least 6 years of experience developing custom solutions on the Salesforce platform using Apex Classes, Apex Triggers, Visualforce Pages, and Lightning Components.
Experience with Salesforce page layouts, profiles, permissions, workflows, and approval processes.
Knowledgeable of all levels of the SDLC and all testing phases.
Experience working with and writing intermediate to advanced queries in relational databases (SOQL, SQL, etc.)
Experience working with Salesforce APIs and Web Services (REST, SOAP)
Experience with data migration and system integration techniques
Experienced in service cloud and field service will be a plus point"
3786168583,Salesforce Developer,https://www.linkedin.com/jobs/view/3786168583,VISEO ASIA,https://www.linkedin.com/company/viseo-asia/life," ",1 week ago,28,,On-site,,201-500 employees · IT Services and IT Consulting,https://media.licdn.com/dms/image/C4D0BAQF_BZ7Gh27COw/company-logo_100_100/0/1641308441397/viseo_asia_logo?e=1712188800&v=beta&t=MJcdIaoQC_nQfMMz8Zm4yBL9jpvELbfcYhB2CdrOMhs,"VISEO is a global technology company with HQ located in France. The Singapore office serves as VISEO Asia Pacific Japan (APJ) headquarters, with offices in Australia (Melbourne – Sydney – Brisbane), Japan (Tokyo), China (Shanghai – Beijing – Shenzhen), Hong Kong, Philippines (Manila – Cebu), Indonesia (Surabaya), India, and Malaysia (Kuala Lumpur).

VISEO uses technology as a powerful lever of transformation and innovation to help its clients take advantage of digital opportunities, address new uses and compete with new players who change the rules of the game. With more than 3,000 employees globally, our worldwide presence best meets clients' needs through supporting global roll-outs.

If you are interested in joining us, VISEO ensures the development of your skills by having regular exchanges with peers, coaching by a technical mentor, and official certification with our partners, such as but not limited to Salesforce, Mulesoft, Anaplan, SAP, Azure, AWS, Cegid, Shopify, etc. In addition, you will have fun while challenging yourself, participating in agile projects, external events and conferences, and internal technical communities, which will contribute to your career growth!

For more information please visit: http://viseo.com/en/apac/
…
show more","Role Description 
The Senior Salesforce Developer supports the implementation from proposal to delivery. This includes: 
• Design and implement business technology solutions in Salesforce.com 
• Design and develop custom solutions on the force.com platform including significant work in Apex, Visual Force, Lightning web components, application integration and data migration 
• Actively supporting the functional team during the construction of the solution. 
• Ensuring that optimal coding standards are adhered to throughout project delivery. 
• Participating in code reviews 
• Producing client deliverables such as detailed design documentation, unit test plans and well documented code. 
• Plan and execute internal unit testing and integration testing. 
• Release management including metadata deployment and data migration, environment comparison and version control. 
• Knowing Visualforce and Lightening Component (Aura) is an advantage Qualification 
• Minimum Bachelor's degree in IT 
• Good analysis and solution design skills. 
• 5-8+ years of experience in a hands-on technical/development role. 
• 3-6+ years of hands-on in designing, developing, and implementing Salesforce applications including Visual Force and Apex, Lightning Web Component, Trigger, and Flow. 
• Salesforce Administrator and Platform Developer 1 Certificate is must have 
• Any Architect certificate is a plus point 
• One or more current Salesforce certifications such as Administrator/Advanced Administrator, App Builder, Sales/Service Cloud) 
• Knowledge of Salesforce Best Practices using Apex and Visualforce 
• Exposure to Git based tools like BitBucket 
• Exposure to VSCode, Salesforce DX, Tooling, Metadata APIs 

Personal Attributes: 
• Proven success in contributing to a team-oriented environment, 
• Proven ability to work creatively and analytically in a problem-solving environment, 
• Excellent communication (written and oral) and interpersonal skills, 
• Proven experience in a similar role. 
• Experience with agile / scrum and waterfall development methodologies 
• Experience with Agile/Scrum and Waterfall deployment methodologies is a plus point

About VISEO:
VISEO is a Global Technology Company established in 1999 with HQ located in France. The Singapore office serves as VISEO Asia Pacific Japan (APJ) headquarters, with additional offices in Australia (Brisbane, Melbourne, Sydney), China (Beijing, Shanghai, Shenzhen), Hong Kong, India, Indonesia, Japan, Malaysia, Philippines (Cebu, Manila), to address projects in the region. VISEO uses technology as a powerful lever of transformation and innovation to help its clients take advantage of digital opportunities, address new uses and compete with new players who change the rules of the game. With more than 2,500 employees globally, our worldwide presence best meets clients' needs through supporting global roll-outs. If you are interested in joining us, VISEO ensures the development of your skills by having regular exchanges with peers, coaching by a technical mentor, and official certification with our partners, such as but not limited to: SAP, Salesforce.com and Commerce Cloud, Docker, Azure, AWS, Anaplan, Cegid etc. In addition, you will have fun while challenging yourself, participating in agile projects, external events and conferences, and internal technical communities, which will contribute to your career growth!"
3784488539,Lead Java Developer,https://www.linkedin.com/jobs/view/3784488539,Verint,https://www.linkedin.com/company/verint/life," ",1 week ago,50,,Hybrid,,"5,001-10,000 employees · IT Services and IT Consulting",https://media.licdn.com/dms/image/D4E0BAQGnCwhFldNSjw/company-logo_100_100/0/1689013379807/verint_logo?e=1712188800&v=beta&t=OLyhaxeQYVDfyNl-MLBh8wTFGvQF1ZeXXf5y9tdfHzs,"Verint® helps the world’s most iconic brands build enduring customer relationships by connecting work, data, and experiences across the enterprise. With this approach, brands can navigate and thrive as they adapt to the future of work, eliminate the inefficiencies created by organizational and data silos, and consistently deliver differentiated experiences at scale across every interaction.

Our solutions help brands close the gap created when they lack the resources required to deliver experiences that fulfill customer expectations. Closing this Engagement Capacity Gap™ helps them build lasting relationships with customers and drive real business results.

The Verint Customer Engagement Platform draws on the latest advancements in artificial intelligence and analytics, open integration, and the science of customer engagement to meet ever-increasing, ever-shifting consumer interactions and demands. We help our customers to drive even greater value from their technology investments by working closely with a broad ecosystem of solutions and partners.

With Verint, brands can finally unlock the potential of customer engagement across every area of the business to deliver consistently differentiated experiences to their customers and employees, and do so at scale to realize tangible business results.

Global Presence
• Headquartered in Melville, N.Y., with 40+ offices worldwide
• Powered by 4,500 dedicated professionals and a global partner network

Closing the Engagement Capacity Gap

Brands today are challenged to deliver quality customer experiences across dozens of engagement channels, hundreds of customer journeys, and millions of interactions – all with the same team and resources. This results in an Engagement Capacity Gap.

Verint solutions are uniquely geared toward closing this gap.

More than 10,000 organizations in over 175 countries—including more than 85 percent of the Fortune 100 — rely on Verint.


To learn more, visit: www.verint.com
…
show more","Requirements:
Bachelor's degree in Computer Science or equivalent.
Minimum 5 years experience and currently hands on in Java Spring Boot
Minimum 2 years experience in a leadership role
Strong communication skills in English.
Understanding of software development life cycle methodologies
Experience in Microservices architectural style, design pattern, debugging and root cause analysis."
3778359058,Back-End Developer,https://www.linkedin.com/jobs/view/3778359058,Turing,https://www.linkedin.com/company/turingcom/life," ",1 month ago,8,,Remote,,"1,001-5,000 employees · IT Services and IT Consulting",https://media.licdn.com/dms/image/D4D0BAQHB79AE71th8A/company-logo_100_100/0/1688472201595/turingcom_logo?e=1712188800&v=beta&t=uetswaiWdovNMJP7hgdfWDYzXjbSme1NRN0fa3n0zxI,"Traditional recruiting wasn’t designed for today’s software-first world. The old model is simply too slow, doesn’t allow for deep vetting and takes the control and ownership out of your hands. This is why we built Turing, the world’s most deeply vetted developers and teams, matched by AI. Turing connects world-class engineers with companies to help them achieve their respective career and business goals.

Traditional recruiting is over. Welcome to the Talent Cloud.

Turing enables:
> companies to get matched to vetted remote talent at the touch of a button
> developers to achieve their elite dream career from anywhere in the world

900+ top companies, including Pepsi, Bumble, and Dell, have trusted Turing’s Talent Cloud for their engineering needs.

Recruit Developers/Engineers:
Turing combines AI and a global reach to deliver your ideal engineers tailored to your business needs. Our Talent Cloud matches you to rigorously vetted, quality remote developers.

Try Turing.com for 2 weeks risk-free at turing.com

Turing Careers:
Turing helps you get excellent remote opportunities to build a high-growth career faster.

Find high-quality remote U.S. software jobs across 15 roles and 100+ technologies.

Apply today: turing.com/jobs

—----------------------
Co-founded by @Jonathan Siddarth and @Vijay Krishnan, Turing is an AI-powered technology company disrupting the traditional recruiting model for companies seeking to engage the most deeply vetted developers and teams.

Having raised $140 million from investors, including WestBridge Capital, Foundation Capital, Stanford StartX, and execs from Google, Meta, Microsoft, and Amazon, Turing's last round was on a $4 billion valuation cap.
…
show more","A U.S.-based company that is determined to transform the existing Fintech industry while utilizing cutting-edge technologies, is looking for a Back-End Developer. The developer will be responsible for designing, building, scaling, and maintaining production services. The company is developing a cutting-edge wallet and trading platform for cryptocurrencies that lets users purchase, sell, and store different cryptocurrencies. The company has managed to secure $675mn+ in funding so far. This will be a long-term position that can lead to full-time roles. This role requires 6-8+ hours of overlap with the PST time zone.

Job Responsibilities:

Work on composing a service-oriented architecture
Debug, troubleshoot, and update software 
Create high-performing apps by crafting code that is efficient, reusable, and tested
Put in place reliable data security procedures, storage options, and security standards
Establish data protection and security settings

Job Requirements:

Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)
At least 5+ years of relevant experience as a back-end developer
3+ years of experience working with Go/Golang 
2+ years of experience with MongoDB and DynamoDB
Solid understanding and experience working with AWS
Familiarity working with Single Sign On (SSO) projects is desirable
Some understanding of Ruby/Ruby on Rails is preferred
Nice to have some experience working in a FinTech, Security, or Payment industries
Excellent English communication skills, both spoken and written"
3789547167,Embedded Software Engineer,https://www.linkedin.com/jobs/view/3789547167,Staffing Ninja,https://www.linkedin.com/company/staffing-ninja/life," ",4 days ago,26,,Remote,,1-10 employees · Staffing and Recruiting,https://media.licdn.com/dms/image/D4D0BAQH6VtK5Mqw5Wg/company-logo_100_100/0/1692353299796?e=1712188800&v=beta&t=Hu1qo7dcoZNNw7ZZOZc5WMMlmeuLiP_kj47p8ThKw48,"Staffing Ninja is a leading recruitment agency specializing in connecting top talent with innovative companies worldwide for recruiting.

At Staffing Ninja, we are committed to building long-term relationships with our clients and candidates. Our goal, among other industry experts, is to help our clients achieve their business objectives by providing them with the best talent available through our headhunting service and to help our candidates take their careers to the next level with the best AI jobs.

Find your next career opportunity in the AI space, contact us today!
…
show more","Job Responsibilities:
Proficient in C and C++ programming languages.
Familiarity with embedded programming concepts and bare metal programming.
Knowledgeable about I2C, UART, SPI, and CAN protocols.
Desirable understanding of RTOS concepts.
Experience of at least 2-3 years with ARM-based processors such as Ti DSP Controllers, NXP, ST, etc.
Capable of identifying and resolving hardware and software technical issues.
Competent in MCU Peripheral driver usage for SPI, I2C, UART, CAN.
Familiarity with Automotive firmware development and using test tools for CAN/I2C/SPI module verification.
Proficient in using JTAG/SWD debugger.
Understanding of ASIL and AutoSAR-based product development.
Strong analytical and problem-solving skills.
Desirable familiarity with agile concepts.
Proficient in utilizing test and measurement equipment like oscilloscopes, logic analyzers, multimeters, etc.
Basic understanding of wireless technologies such as Zigbee, Bluetooth, and WIFI products.
Quick learner with the ability to adapt.
Basic knowledge of Microsoft tools, Jira, or any project management tools.
Basic familiarity with code management tools like Bitbucket, SVN, etc.
Excellent verbal and written communication skills.

Job Qualifications:
Bachelor’s/Master’s degree in Engineering.
3-6 years’ experience in firmware development (automotive/industrial products) with at least 3 years in development and testing.
Minimum 2 years’ experience in developing low-level MCU peripheral drivers for UART, SPI, I2C, CAN.
Minimum 2 years’ experience in developing embedded applications for bare metal (Non-RTOS) based systems.
Ability to interpret schematics and datasheets.
Responsible for writing modular code while adhering strictly to coding standards.
Proficient in debugging and problem-solving with minimal support.
Capable of performing unit testing for completed features.
Effective communication skills.
Knowledge of Automotive firmware development and understanding of ASIL and AutoSAR-based product development.
Good to have : Proficiency in - Japanese, Chinese and English in any of the combinations"
3779343953,Cloud Engineer (On Site),https://www.linkedin.com/jobs/view/3779343953,iZeno,https://www.linkedin.com/company/izeno-pte-ltd/life," ",3 weeks ago,118,,On-site,,51-200 employees · IT Services and IT Consulting,https://media.licdn.com/dms/image/C560BAQGLSFkDunzJiA/company-logo_100_100/0/1630650207516/izeno_pte_ltd_logo?e=1712188800&v=beta&t=ijbdE4oQmiJaRA0eHmek8GSVq0rF6PjPDnAcGFzXgGA,"iZeno was founded in 2003 to provide enterprises with the best-in-class technology solutions they need to keep their business running seamlessly. With a team of 150+ in-house innovators, iZeno has delivered, implemented, and optimised over 500 Enterprise Solutions to enable smarter insights and better business outcomes.

iZeno’s team draws on industry experiences in delivering a portfolio of mission-critical applications, integrating AI & machine learning, DevOps, ITSM, cloud, CRM & CX, data analytics, and other leading technologies within its clients existing IT frameworks.

With a leading presence in the region, the business is headquartered in Singapore and has operations in Malaysia, Indonesia, Thailand, and the Philippines.

In the year 2023, iZeno Singapore achieved the certification as a Great Place To Work.

Visit our website to learn more about iZeno and discover how we can collaborate with you to expedite your Digital Transformation journey.

Please also take note that iZeno will never request recruitment fees from candidates under any circumstances. Please be cautioned that individuals or organizations are misusing the iZeno brand name to demand money in exchange for interviews or employment opportunities with iZeno. Please note that these fraudulent entities are unlawfully using iZeno's brand and copyright on fake job advertisements and emails to deceive innocent victims.

As a responsible organization, iZeno places great importance on conducting ethical and transparent recruitment processes. We advise all potential candidates to remain vigilant and report any suspicious activity encountered during their job search. Our commitment is to protect the interests of our candidates and our organization, and we will remain vigilant against these fraudulent attempts.
…
show more","iZeno was founded in 2003 to provide enterprises with custom-built technology solutions they need to keep their business running seamlessly. Logicalis Asia, part of the Logicalis Group, a leading international IT solutions and managed services provider, has acquired a majority stake in iZeno, a company specialising in digital transformation, application modernisation, DevOps, customer experience and hybrid cloud solutions.

With a team of 120+ in-house innovators, we have delivered over 500 Enterprise Solutions, implemented, and optimized to enable smarter insights. Our team draws on industry experiences in accomplishing a portfolio of mission-critical applications, integrating Cloud, CRM, Data Analytics, and other leading technologies with our clients' existing IT frameworks. 
With leading presence in the region, headquartered in Singapore and operation in Malaysia, Indonesia, Thailand and Philippines, no project is too complex for us, and our team is always ready for a new challenge. 

About the role:
Perform administrative tasks related to install Linux (RedHat) servers from scratch, configure, patching, and has good troubleshooting skills.
Performance monitoring for all Linux servers (OS, CPU, Memory, Network, Disk and Process), detect, diagnose, report and resolve Linux server related hardware and OS problems.
Perform hardening and security configuration of Linux (RedHat) servers.
Establish and maintain documentation and standards.
Works as part a team and provide the support when required.

What we are looking for:
Bachelor's degree or Diploma in Computer Science, related technical field, or equivalent practical experience.
RedHat certifications is preferred.
Knowledge of best practice especially for RedHat OpenShift Container Platform, RedHat OS, and IT operations in an always-up, always-available service.
Hands-on experience with Linux (RedHat) environment, managing, troubleshooting and configuring servers will be advantageous.
Working experience and knowledge with automation/configuration management using ansible.
Working experience in scripting, Bash, Shell, and basic DevOps.
Working experience with applications such as web/proxy servers, LDAP, database (Cassandra, PostgreSQL), Kafka, etc.
Work effectively in a fast-paced implementation environment.
Good analytical and problem solving attitude, work independently and as part of a team.
Understand and willing to adapt with new technology (cloud computing, container, or configuration and automation management).
Willing to be work in 24/7 rotation shifts based on customer site. 

What we have to offer:
An exciting job with latest technology.
Continuous training & development of soft and hard skills.
A competitive salary, in line with your profile.
A package of benefits including healthcare insurance.
An awesome team of colleagues & regular team building activities.
The ability to work with the world’s leading companies in technology and innovation.
An environment where we embrace openness, transparency and grab every opportunity to have fun, while always doing what is right for our customers and partners.

Posting Code: #LI-RD1"
3793933610,Quality Assurance Automation Engineer,https://www.linkedin.com/jobs/view/3793933610,VLink Inc,https://www.linkedin.com/company/vlink-inc/life," ",6 days ago,113,,On-site,,201-500 employees · IT Services and IT Consulting,https://media.licdn.com/dms/image/C4E0BAQHAMUYx5jqZ1w/company-logo_100_100-alternative/0/1630643463375/vlink_inc_logo?e=1712188800&v=beta&t=WLhr_Wt5-dRVCiaFHGC92H_YO4qHYUhlR2dv1b-osN0,"VLink Inc. is a global software engineering and IT staffing partner, delivering innovative solutions with the most highly vetted expert software development teams. We leverage the latest technologies and the best IT talent to drive business growth for Fortune-500, Large and SMB clients by delivering a customized, personal approach, to ensure their unique technology needs are met.
Founded in 2006, VLink takes pride in our highly revered workforce whose productivity, tech agility, and expertise produce transformative customer success stories year-after-year.

Why Choose VLink?
- 98% Customer Satisfaction
- 5+ Delivery Locations with Onshore/Offshore/Nearshore IT Talent
- 17+ Years of Software Engineering Excellence
- 500+ Software Engineers & Consultants
- 150+ Global Fortune-500, Large & SMB Clients Served
- 2 days TAT for Presenting Candidates on New Hiring Requests


Our core competencies and global service offerings include:
*DIGITAL TRANSFORMATION & CONSULTING*
(Data & Analytics| DevOps & Automation| Blockchain, AI/ML, IoT| Re-engineering Legacy Apps | Enterprise Portal Upgrades & Migrations)

*CUSTOM SOFTWARE DEVELOPMENT & MAINTENANCE*
(Web & Mobile Apps| Product Engineering| Maintenance & Support| QA & Testing)

*DEDICATED TEAMS & IT STAFF AUGMENTATION*
(Delivery Centers Onshore, Offshore & Nearshore| Short & Long-term Assignments| 24x7 Time Zone Alignment| Attrition Management| Speedy delivery)


**AWARD-WINNING WORKFORCE**
- Inc Magazine 500/5000 Fastest Growing Privately Owned Companies
- Connecticut’s 40 Fastest-Growing Tech Companies by Connecticut Technology Council’s Marcum TT 40
- Consistent Top Five Winner of Hartford Business Journal’s Best Places to Work in CT (2023)
- Great Place to Work® Certified™ 2023
- 2023 Best Software Development Companies in Hartford CT, by Expertise.com

***OUR INTELLECTUAL PROPERTIES***
- SimplyEDI
- VLinkCare
…
show more","Job Description
Designing and developing test automation scripts.
Using test automation guidelines.
Researching issues in software through testing.
Collaborating with QA Analysts and Software Developers to develop solutions.
Keeping updated with the latest industry developments
Prepare data and configure automation testing tool according to test scenario

Minimum Qualifications
Bachelor's degree in computer science, software development, or a related field.
Minimum 1-3 years as SDET or QA Automation
Previous experience as a test automation engineer (Selenium, Appium, Katalon Studio), webdriver.io
Performance Testing using tools e.g : Jmeter,
Proficiency in programming languages such as C# and Java.
Excellent mathematical and problem-solving skills.
Highly accurate and detail-oriented.
Strong analytical and planning skills;
Good communication and presentation skills;
Excellent problem-solving skills;"
3788958136,Senior PHP Developer (Yogyakarta Area),https://www.linkedin.com/jobs/view/3788958136,BitHealth,https://www.linkedin.com/company/bithealth/life," ",5 days ago,73,,Hybrid,,51-200 employees · Information Technology & Services,https://media.licdn.com/dms/image/D4E0BAQEtbeSJkNL14Q/company-logo_100_100/0/1664787920525/bithealth_logo?e=1712188800&v=beta&t=V5Cti4QvrPTTC7l9i1UCCk0UMJcJXSZ0ELARsRGmoCo,"BitHealth is the digital health solution provider company in Indonesia that specializes in digital health technology and transformation partner to healthcare organization.

Established since 2020, we will continue on developing various breakthroughs which could escalate the effectiveness and efficiency of our health industry in the future.

Our Vision is to be the Indonesia Largest Digital Services Provider in Healthcare with the Mission to help our clients transforming patient experience, operation excellence, and clinical outcome through innovative digital technology.
…
show more","Bithealth is looking for a Senior PHP Developer to join our growing Development team!

Job Description:
Developing and packaging new product/features and user interfaces from wireframe models.
Ensuring the best performance and user experience of the application.
Writing clean, readable, and testable code.
Optimize the application for maximum speed and scalability.
Possible to leading a team.

Requirements:
Have 3-6 years of working experience as a Software Developer.
Proficiency with server-side languages such as PHP & Laravel Framework (is a must).
In-depth knowledge of Laravel's architecture and conventions.
Solid understanding of database design and optimization.
Experience with ORM (Object-Relational Mapping) in Laravel.
Familiarity with database technology such as MYSQL, PostgreSQL, MongoDB.
Understanding the nature of synchronous/asynchronous programming and its quirks and workarounds.
Good understanding of Frontend Javascript framework (Angular or React, or VueJS).
Good understanding of server-side CSS preprocessors (such as Stylus, Less).
Basic understanding of frontend technologies, such as HTML5, and CSS3.
Understanding of Designing and developing APIs. (REST).
User authentication and authorization between multiple systems, servers, and environments (ex: using JWT).
Integration of multiple data sources and databases into one system.
Understanding fundamental design principles behind a scalable application,
Understanding differences between multiple delivery platforms, such as mobile vs. desktop, and optimizing output to match the specific platform.
Implementing automated testing platforms and unit tests.
Proficient understanding of code versioning tools, such as Git.
Knowledge of Cloud Server such as GCP/AWS/Azure.
Familiar with Linux OS.
Willing to work in Yogyakarta."
3775943912,.NET Developer,https://www.linkedin.com/jobs/view/3775943912,Mitrais,https://www.linkedin.com/company/mitrais/life," ",3 weeks ago,114,,Hybrid,,"501-1,000 employees · IT Services and IT Consulting",https://media.licdn.com/dms/image/C510BAQEhZsUjQpb1jg/company-logo_100_100/0/1630620031684/mitrais_logo?e=1712188800&v=beta&t=llazfjJ4SFlmGFtfqGAMC7cGHvWtJEFZTfbOFw9Zbgk,"Mitrais is a Software Company and is a member of CAC Holdings Group with offices in Indonesia and Singapore. We have a full range of software development capabilities including NodeJS, Flutter, ReactJS, Microsoft, Java, mobile, web, PHP, and Low Code, while our product services cover the deployment and support of leading software products targeting the mining and healthcare sectors. These activities are backed by best-in-class human capital management systems and an integrated engagement model. Since 1991, we have helped over 500 clients to achieve their goals.
…
show more","Build your Career with Mitrais!

We're looking for Experienced .NET Software Engineers to be part of our team.

What will you be doing?
Coding high-quality software using distributed computing, messaging, microservices, performance tuning and memory and resource management techniques
Developing data-driven solutions for a range of clients - frontend as well as backend.
Collaborating within cross-functional and international agile teams.
Testing, debugging, re-testing, and coordinating with QA, validating software as ready for shipping
Reviewing code and acting as a subject matter expert for juniors in the team

What about you?
You already have 2+ years of experience as a .NET developer.
You have excellent knowledge of C#.
You have experience with :
SOA using WCF or ASP.NET MVC
ORM such as Entity Framework or NHibernate
Angular, React or Vue
SQL Database such as SQL Server, Oracle, MySQL
You can speak reasonable English
You are well versed in best practices in OOP, design patterns, SOLID principles, and data driven design
You are comfortable using git or TFS in a CI/CD environment
You enjoy working on lean and agile development projects using Scrum & Kanban
You love clean and beautiful code, with an eye for simplicity and pragmatism.

What else we would like to see?
You have working experience with cloud platforms such as Azure, AWS or Google.
You have working experience with Docker and Kubernetes.
You have working experience developing applications using .Net Core on platforms other than Windows.
You have working experience on NoSQL databases such as MongoDB.

What can Mitrais offer you?
A CAREER, not a JOB!
Competitive salary
Excellent working environment, with the possibility to relocate to our regional offices and work remotely
Free English classes, English is our working language
Lots of opportunities to improve your competencies on our technical boot camps, certification programs and soft skills training courses
Hackathons with big prizes!

Learn about life at Mitrais from our current team by searching #mitraislife on your social media.

Please note that all activities included in the recruitment processes are free of charge. Beware of online scams such as persons posing to represent the Mitrais Recruitment Team or other recruiting-related personnel by sending unsolicited text messages and emails asking you to provide personal information, transfer money, or do any other specific activities.

To Apply…
Simply click the apply button, complete the form and upload your latest CV in English ! What are you waiting for?"
